"","MUNICIPIO_2021","DISTRITO_2021","SECCION","Ayuntamiento_2021","Ayuntamiento_2019","Ayuntamiento_2016","Ayuntamiento_2013","Ayuntamiento_2010","Ayuntamiento_2021_votos","Ayuntamiento_2019_votos","Ayuntamiento_2016_votos","Ayuntamiento_2013_votos","Ayuntamiento_2010_votos"
"1","ENSENADA","XV","0001","Coalicion","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",434,249,298,417,287
"2","ENSENADA","XV","0002","Coalicion","PAN","PAN","PRI","PRI",439,249,288,350,266
"3","ENSENADA","XV","0003","Morena","Morena","MORENA","PRI","PRI",375,228,93,393,261
"4","ENSENADA","XV","0004","Morena","Morena","PAN","PRI","PRI",352,209,121,363,265
"5","ENSENADA","XV","0005","Morena","Morena","PAN","PRI","PRI",127,101,51,143,125
"6","ENSENADA","XV","0006","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",310,189,107,287,176
"7","ENSENADA","XV","0007","Morena","Morena","PAN","PRI","PRI",127,90,45,148,105
"8","ENSENADA","XV","0008","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",313,174,165,303,230
"9","ENSENADA","XV","0009","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",234,157,97,247,159
"10","ENSENADA","XV","0010","Morena","Morena","PRI","PRI","PRI",234,155,88,288,247
"11","ENSENADA","XV","0020","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",326,236,275,398,332
"12","ENSENADA","XV","0021","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",158,100,97,192,136
"13","ENSENADA","XV","0022","Morena","Morena","PAN","PRI","PRI",251,170,113,307,236
"14","ENSENADA","XV","0023","Coalicion","PAN","PAN","PRI","PRI",306,224,279,372,299
"15","ENSENADA","XV","0024","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",242,166,140,341,296
"16","ENSENADA","XV","0025","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",185,138,145,282,239
"17","ENSENADA","XV","0026","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",168,137,104,213,195
"18","ENSENADA","XV","0027","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",245,195,124,370,290
"19","ENSENADA","XV","0043","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",216,154,127,319,247
"20","ENSENADA","XV","0044","Morena","Morena","PAN","PRI","PRI",139,101,67,166,134
"21","ENSENADA","XV","0045","Morena","Morena","PAN","PRI","PAN",103,75,69,161,142
"22","ENSENADA","XV","0046","Coalicion","Morena","PAN","PRI","PRI",153,103,103,230,196
"23","ENSENADA","XV","0047","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",202,146,278,257,219
"24","ENSENADA","XV","0048","Coalicion","Morena","PAN","PRI","PRI",321,191,243,487,368
"25","ENSENADA","XV","0049","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",38,22,32,41,53
"26","ENSENADA","XV","0050","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",81,58,26,96,81
"27","ENSENADA","XV","0051","Morena","Morena","PAN","PRI","PRI",85,57,30,105,113
"28","ENSENADA","XV","0052","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",180,95,78,181,151
"29","ENSENADA","XV","0053","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",96,82,53,138,114
"30","ENSENADA","XV","0054","Coalicion","PAN","PAN","PRI","PRI",135,138,111,228,178
"31","ENSENADA","XV","0067","Morena","Morena","PAN","PRI","PRI",146,95,86,208,150
"32","ENSENADA","XV","0209","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",1905,1171,822,1419,949
"33","ENSENADA","XVI","0011","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",494,325,331,548,419
"34","ENSENADA","XVI","0012","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",876,506,438,765,395
"35","ENSENADA","XVI","0014","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",2844,1561,675,2516,1708
"36","ENSENADA","XVI","0015","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",386,256,183,453,383
"37","ENSENADA","XVI","0016","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",361,258,146,451,337
"38","ENSENADA","XVI","0017","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",536,355,199,545,471
"39","ENSENADA","XVI","0018","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",376,295,264,554,401
"40","ENSENADA","XVI","0019","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",286,214,142,363,283
"41","ENSENADA","XVI","0028","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PAN","PRI",91,69,55,84,86
"42","ENSENADA","XVI","0029","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",187,140,175,213,197
"43","ENSENADA","XVI","0030","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",266,168,114,301,214
"44","ENSENADA","XVI","0031","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",132,92,52,169,118
"45","ENSENADA","XVI","0032","Morena","Morena","PRI","PRI","PRI",384,248,126,433,331
"46","ENSENADA","XVI","0033","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",389,229,143,369,291
"47","ENSENADA","XVI","0034","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",337,194,114,352,258
"48","ENSENADA","XVI","0035","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",487,279,171,488,317
"49","ENSENADA","XVI","0036","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",408,217,155,456,308
"50","ENSENADA","XVI","0037","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",428,323,201,463,321
"51","ENSENADA","XVI","0038","Morena","Morena","PRI","PRI","PRI",388,229,107,362,260
"52","ENSENADA","XVI","0039","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",323,215,136,358,278
"53","ENSENADA","XVI","0040","Morena","Morena","PAN","PRI","PRI",371,297,141,369,282
"54","ENSENADA","XVI","0041","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",214,117,98,229,185
"55","ENSENADA","XVI","0042","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",238,172,143,290,220
"56","ENSENADA","XVI","0055","Morena","Morena","PAN","PRI","PRI",116,90,84,177,140
"57","ENSENADA","XVI","0056","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",219,105,86,258,197
"58","ENSENADA","XVI","0057","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",217,126,50,234,168
"59","ENSENADA","XVI","0058","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",281,212,117,355,303
"60","ENSENADA","XVI","0059","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",285,176,121,265,196
"61","ENSENADA","XVI","0060","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",403,280,207,436,383
"62","ENSENADA","XVI","0061","Morena","Morena","PAN","PRI","PRI",466,280,179,452,319
"63","ENSENADA","XVI","0062","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",359,204,150,408,255
"64","ENSENADA","XVI","0063","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",174,126,79,222,175
"65","ENSENADA","XVI","0064","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",112,93,75,178,145
"66","ENSENADA","XVI","0065","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",264,170,141,300,246
"67","ENSENADA","XVI","0066","Morena","Morena","PAN","PRI","PRI",130,106,84,216,166
"68","ENSENADA","XVI","0069","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",148,107,76,207,163
"69","ENSENADA","XVI","0070","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",124,105,59,165,133
"70","ENSENADA","XVI","0071","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",134,93,77,220,205
"71","ENSENADA","XVI","0072","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",230,191,144,345,248
"72","ENSENADA","XVI","0073","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",128,87,77,192,164
"73","ENSENADA","XVI","0074","Morena","Morena","PAN","PRI","PRI",189,151,108,234,203
"74","ENSENADA","XVI","0075","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",199,169,94,232,197
"75","ENSENADA","XVI","0081","Morena","Morena","PAN","PRI","PRI",195,136,121,202,160
"76","ENSENADA","XVI","0082","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",149,85,55,175,150
"77","ENSENADA","XVI","0095","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",302,207,148,385,278
"78","ENSENADA","XVI","0096","Morena","Morena","PAN","PRI","PRI",347,203,99,383,296
"79","ENSENADA","XVI","0097","Morena","Morena","PAN","PRI","PRI",306,149,55,231,178
"80","ENSENADA","XVI","0098","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",461,271,176,455,365
"81","ENSENADA","XVI","0109","Morena","Morena","PRI","PRI","PRI",588,301,167,621,259
"82","ENSENADA","XVII","0186","Morena","Morena","PAN","PAN","PRI",931,429,458,518,239
"83","ENSENADA","XVII","0187","Morena","Morena","PAN","PAN","PRI",843,514,385,569,348
"84","ENSENADA","XVII","0188","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",632,268,135,291,252
"85","ENSENADA","XVII","0189","Morena","Morena","C..OMAR.GARCÃ.A.ARÃ.MBULA","PRI","PRI",1676,949,435,1057,617
"86","ENSENADA","XVII","0190","Morena","Morena","PAN","PRI","PRD",485,280,156,405,205
"87","ENSENADA","XVII","0191","Morena","Morena","PAN","PAN","PAN",290,128,91,136,112
"88","ENSENADA","XVII","0192","Morena","Morena","PAN","PRI","PRI",1202,749,553,1036,619
"89","ENSENADA","XVII","0193","Morena","Morena","PRI","PAN","PAN",35,25,27,40,48
"90","ENSENADA","XVII","0194","Morena","Morena","PAN","PRI","PRI",952,491,286,618,444
"91","ENSENADA","XVII","0195","Morena","Morena","PAN","PRI","PRI",801,447,230,439,339
"92","ENSENADA","XVII","0196","Morena","Morena","PRI","PRI","PRI",238,58,76,172,99
"93","ENSENADA","XVII","0197","Morena","Morena","PRI","PRI","PRI",401,212,150,285,154
"94","ENSENADA","XVII","0198","Morena","Morena","PAN","PAN","PAN",124,82,100,127,126
"95","ENSENADA","XVII","0199","Morena","Morena","PAN","PAN","PAN",566,466,523,441,435
"96","ENSENADA","XVII","0200","Morena","Morena","PRI","PRI","PRI",42,31,63,65,54
"97","ENSENADA","XVII","0201","Morena","PAN","PAN","PRI","PAN",98,92,116,101,143
"98","ENSENADA","XVII","0202","Morena","PAN","PAN","PRI","PAN",102,96,101,118,91
"99","ENSENADA","XVII","0203","Morena","Morena","PAN","PRI","PRI",170,122,88,129,74
"100","ENSENADA","XVII","0204","Morena","Morena","PRI","PRI","PAN",13,20,17,27,26
"101","ENSENADA","XVII","0210","Morena","Morena","PAN","PRI","PAN",153,122,151,230,133
"102","MEXICALI","I","0549","Morena","Morena","PRI","PRI","PRI",210,142,110,190,157
"103","MEXICALI","I","0550","Morena","Morena","PAN","PAN","PAN",255,191,288,346,327
"104","MEXICALI","I","0551","Morena","Morena","PAN","PRI","PAN",209,156,196,228,213
"105","MEXICALI","I","0552","Morena","PAN","PAN","PAN","PAN",197,183,254,279,287
"106","MEXICALI","I","0553","Morena","PAN","PAN","PAN","PAN",237,286,377,438,363
"107","MEXICALI","I","0554","Morena","Morena","PAN","PAN","PAN",205,157,267,287,261
"108","MEXICALI","I","0555","Morena","Morena","PAN","PAN","PAN",328,236,255,323,255
"109","MEXICALI","I","0556","Morena","PAN","PAN","PAN","PAN",369,278,526,559,607
"110","MEXICALI","I","0557","Morena","Morena","PAN","PRI","PRI",53,49,46,82,78
"111","MEXICALI","I","0558","Morena","Morena","PAN","PAN","PAN",340,290,384,371,291
"112","MEXICALI","I","0559","Morena","PAN","PAN","PAN","PAN",170,169,242,315,286
"113","MEXICALI","I","0560","Morena","Morena","PAN","PAN","PAN",267,216,293,299,280
"114","MEXICALI","I","0561","Morena","PAN","PAN","PAN","PAN",215,192,285,286,230
"115","MEXICALI","I","0562","Morena","PAN","PAN","PAN","PAN",276,236,359,341,286
"116","MEXICALI","I","0563","Morena","Morena","PAN","PAN","PAN",171,181,183,245,258
"117","MEXICALI","I","0573","Morena","Morena","PAN","PRI","PAN",271,136,121,243,217
"118","MEXICALI","I","0574","Morena","PAN","PAN","PAN","PAN",268,200,278,298,271
"119","MEXICALI","I","0575","Morena","Morena","PAN","PAN","PAN",317,317,303,460,413
"120","MEXICALI","I","0576","Morena","Morena","PAN","PAN","PAN",72,58,65,91,105
"121","MEXICALI","I","0577","Morena","Morena","PAN","PAN","PAN",345,242,294,351,436
"122","MEXICALI","I","0578","Morena","Morena","PAN","PAN","PAN",280,226,284,324,367
"123","MEXICALI","I","0579","Morena","PAN","PAN","PAN","PAN",198,173,192,255,287
"124","MEXICALI","I","0580","Morena","Morena","PAN","PAN","PAN",105,57,69,105,96
"125","MEXICALI","I","0581","Morena","Morena","PAN","PAN","PAN",167,121,213,243,256
"126","MEXICALI","I","0582","Morena","Morena","PAN","PAN","PAN",199,171,196,238,283
"127","MEXICALI","I","0583","Morena","Morena","PAN","PRI","PAN",225,166,122,180,197
"128","MEXICALI","I","0584","Morena","Morena","PAN","PAN","PRI",210,159,150,235,201
"129","MEXICALI","I","0585","Morena","Morena","PAN","PAN","PRI",157,139,115,200,212
"130","MEXICALI","I","0586","Morena","Morena","PAN","PAN","PAN",161,106,138,212,213
"131","MEXICALI","I","0587","Morena","Morena","PAN","PAN","PAN",30,33,29,54,51
"132","MEXICALI","I","0588","Morena","PAN","PAN","PAN","PAN",158,130,132,196,166
"133","MEXICALI","I","0589","Morena","Morena","PAN","PAN","PAN",239,207,198,280,299
"134","MEXICALI","I","0590","Morena","Morena","PAN","PRI","PAN",341,284,244,376,364
"135","MEXICALI","I","0591","Morena","Morena","PAN","PAN","PAN",154,106,83,156,173
"136","MEXICALI","I","0592","Morena","Morena","PAN","PRI","PRI",302,223,208,333,306
"137","MEXICALI","I","0593","Morena","Morena","PAN","PRI","PRI",220,160,120,187,159
"138","MEXICALI","I","0594","Morena","Morena","PAN","PRI","PAN",697,434,185,246,234
"139","MEXICALI","I","0595","Morena","Morena","PAN","PRI","PRI",894,633,309,483,290
"140","MEXICALI","I","0596","Morena","Morena","PAN","PRI","PRI",407,275,161,187,203
"141","MEXICALI","I","0597","Morena","Morena","PAN","PAN","PAN",231,176,203,272,370
"142","MEXICALI","I","0598","Morena","Morena","PAN","PRI","PAN",184,153,164,182,205
"143","MEXICALI","I","0599","Morena","Morena","PAN","PAN","PAN",435,291,285,391,356
"144","MEXICALI","I","0600","Morena","Morena","MOV..CIUD.","PRI","PAN",171,97,86,190,169
"145","MEXICALI","I","0601","Morena","Morena","PAN","PRI","PAN",214,160,175,286,232
"146","MEXICALI","I","0602","Morena","Morena","PRI","PRI","PAN",263,142,115,260,227
"147","MEXICALI","I","0603","Morena","Morena","PAN","PAN","PAN",385,279,325,387,485
"148","MEXICALI","I","0604","Morena","Morena","PAN","PAN","PAN",204,111,146,160,164
"149","MEXICALI","I","0605","Morena","Morena","PAN","PAN","PAN",189,172,158,240,199
"150","MEXICALI","I","0606","Morena","Morena","PAN","PAN","PAN",193,135,125,220,211
"151","MEXICALI","I","0607","Morena","Morena","PAN","PAN","PAN",209,201,163,281,244
"152","MEXICALI","I","0608","Morena","Morena","PAN","PAN","PAN",280,195,207,301,273
"153","MEXICALI","I","0609","Coalicion","Morena","PAN","PAN","PAN",192,72,131,140,163
"154","MEXICALI","I","0610","Morena","PAN","PAN","PAN","PAN",205,149,224,219,246
"155","MEXICALI","I","0611","Morena","Morena","PAN","PAN","PAN",214,135,159,194,227
"156","MEXICALI","I","0612","Morena","Morena","PAN","PRI","PAN",84,47,51,101,110
"157","MEXICALI","I","0613","Morena","Morena","PAN","PAN","PAN",354,244,239,392,333
"158","MEXICALI","I","0614","Morena","Morena","MOV..CIUD.","PRI","PRI",155,123,114,193,187
"159","MEXICALI","I","0615","Morena","Morena","PRI","PRI","PRI",487,361,174,394,332
"160","MEXICALI","I","0616","Morena","Morena","PAN","PAN","PAN",202,128,167,169,163
"161","MEXICALI","I","0617","Morena","Morena","PRI","PRI","PRI",199,155,93,218,211
"162","MEXICALI","I","0618","Morena","PAN","PAN","PAN","PAN",165,100,125,183,238
"163","MEXICALI","I","0619","Morena","Morena","PAN","PAN","PAN",78,47,82,132,145
"164","MEXICALI","I","0620","Morena","Morena","PAN","PAN","PAN",426,300,215,421,432
"165","MEXICALI","I","0621","Morena","Morena","PAN","PRI","PAN",346,210,206,355,547
"166","MEXICALI","I","0622","Morena","Morena","PRI","PRI","PRI",372,331,186,439,336
"167","MEXICALI","I","0623","Morena","Morena","PRI","PRI","PRI",191,154,126,275,245
"168","MEXICALI","I","0624","Morena","Morena","PRI","PRI","PAN",256,199,139,274,228
"169","MEXICALI","I","0625","Morena","Morena","PRI","PAN","PRI",288,186,125,283,267
"170","MEXICALI","I","0626","Morena","PAN","PAN","PAN","PAN",331,212,348,396,334
"171","MEXICALI","I","0627","Morena","Morena","PAN","PAN","PAN",415,253,204,396,299
"172","MEXICALI","I","0628","Morena","Morena","PAN","PAN","PAN",279,261,129,311,197
"173","MEXICALI","I","0629","Morena","Morena","PAN","PAN","PAN",237,190,97,279,192
"174","MEXICALI","I","0630","Morena","Morena","PRI","PAN","PAN",189,187,95,237,213
"175","MEXICALI","I","0631","Morena","Morena","PRI","PAN","PAN",236,214,128,271,216
"176","MEXICALI","I","0632","Morena","Morena","PRI","PRI","PRI",83,84,42,107,169
"177","MEXICALI","I","0634","Morena","Morena","PAN","PAN","PAN",221,201,231,383,346
"178","MEXICALI","I","0635","Morena","Morena","PAN","PAN","PAN",130,93,140,229,190
"179","MEXICALI","I","0636","Morena","Morena","PRI","PRI","PAN",91,68,70,91,81
"180","MEXICALI","I","0637","Morena","Morena","PRI","PRI","PRI",80,62,38,88,66
"181","MEXICALI","I","0638","Morena","Morena","PAN","PAN","PAN",117,114,64,161,130
"182","MEXICALI","I","0639","Morena","Morena","PAN","PAN","PAN",170,128,89,204,144
"183","MEXICALI","I","0640","Morena","Morena","PRI","PRI","PRI",218,173,103,193,169
"184","MEXICALI","I","0641","Morena","Morena","PAN","PAN","PAN",187,162,120,270,189
"185","MEXICALI","I","0642","Morena","Morena","PAN","PAN","PAN",368,233,185,424,307
"186","MEXICALI","I","0643","Morena","Morena","PAN","PAN","PAN",321,273,192,366,254
"187","MEXICALI","I","0644","Morena","Morena","PAN","PAN","PRI",271,230,141,186,158
"188","MEXICALI","I","0645","Morena","Morena","PAN","PAN","PAN",657,522,356,771,542
"189","MEXICALI","I","0646","Morena","Morena","PAN","PAN","PAN",133,113,126,130,125
"190","MEXICALI","I","0647","Morena","Morena","PAN","PAN","PAN",165,136,174,181,171
"191","MEXICALI","I","0648","Morena","Morena","PAN","PRI","PRI",241,227,167,306,339
"192","MEXICALI","I","0649","Morena","Morena","PAN","PAN","PAN",125,118,103,189,161
"193","MEXICALI","I","0693","Morena","Morena","PAN","PRI","PAN",300,231,102,242,204
"194","MEXICALI","II","0375","Morena","PAN","PAN","PAN","PRI",213,167,123,241,193
"195","MEXICALI","II","0376","Morena","Morena","PAN","PAN","PAN",303,229,193,366,259
"196","MEXICALI","II","0377","Morena","Morena","PAN","PAN","PAN",404,258,183,375,264
"197","MEXICALI","II","0378","Morena","Morena","PAN","PAN","PAN",264,201,156,248,183
"198","MEXICALI","II","0379","Morena","Morena","PRI","PAN","PAN",239,169,98,183,164
"199","MEXICALI","II","0380","Morena","Morena","PAN","PAN","PRI",140,93,65,111,108
"200","MEXICALI","II","0381","Morena","Morena","PRI","PRI","PRI",194,75,82,158,183
"201","MEXICALI","II","0382","Morena","Morena","PRI","PRI","PRI",132,139,94,200,202
"202","MEXICALI","II","0383","Coalicion","PAN","PAN","PAN","PRI",456,369,278,373,273
"203","MEXICALI","II","0384","Morena","Morena","PAN","PAN","PAN",259,156,111,209,233
"204","MEXICALI","II","0385","Morena","Morena","PAN","PAN","PRI",313,241,183,274,263
"205","MEXICALI","II","0386","Morena","PAN","PAN","PAN","PAN",230,208,202,274,225
"206","MEXICALI","II","0387","Morena","Morena","PAN","PAN","PRI",163,113,96,152,143
"207","MEXICALI","II","0396","Morena","PAN","PAN","PAN","PAN",249,228,176,298,212
"208","MEXICALI","II","0397","Morena","Morena","PAN","PAN","PRI",183,116,107,170,148
"209","MEXICALI","II","0398","Coalicion","PAN","PAN","PAN","PAN",4435,4065,2420,0,1220
"210","MEXICALI","II","0418","Coalicion","PAN","PAN","PAN","PRI",289,297,224,352,240
"211","MEXICALI","II","0428","Morena","PAN","PAN","PAN","PRI",186,184,137,241,177
"212","MEXICALI","II","0434","Coalicion","PAN","PAN","PAN","PAN",221,193,157,282,177
"213","MEXICALI","II","0444","Coalicion","PAN","PAN","PAN","PRI",1860,1647,1198,2050,1173
"214","MEXICALI","II","0455","Morena","Morena","PAN","PAN","PRI",437,343,273,473,373
"215","MEXICALI","II","0456","Coalicion","PAN","PAN","PAN","PRI",349,353,272,444,304
"216","MEXICALI","II","0463","Morena","Morena","PAN","PAN","PAN",273,178,159,263,206
"217","MEXICALI","II","0464","Morena","Morena","PAN","PAN","PRI",158,124,71,114,100
"218","MEXICALI","II","0466","Morena","Morena","PAN","PRI","PRI",183,121,86,178,175
"219","MEXICALI","II","0467","Morena","Morena","PAN","PAN","PRI",317,247,115,306,277
"220","MEXICALI","II","0468","Morena","Morena","PAN","PAN","PRI",407,276,173,342,301
"221","MEXICALI","II","0469","Morena","Morena","PRI","PAN","PRI",1135,806,626,1040,608
"222","MEXICALI","II","0470","Coalicion","PAN","PAN","PAN","PAN",2082,1965,1470,2264,1143
"223","MEXICALI","II","0471","Morena","Morena","PAN","PAN","PRI",249,211,156,262,218
"224","MEXICALI","II","0472","Morena","Morena","PRI","PRI","PRI",383,343,108,346,343
"225","MEXICALI","II","0473","Morena","Morena","PRI","PRI","PRI",234,173,94,176,172
"226","MEXICALI","II","0474","Morena","Morena","PAN","PRI","PRI",353,167,143,331,285
"227","MEXICALI","II","0475","Morena","Morena","PAN","PAN","PRI",160,110,50,114,125
"228","MEXICALI","II","0476","Morena","Morena","PAN","PAN","PRI",311,206,139,304,224
"229","MEXICALI","II","0477","Morena","Morena","PAN","PAN","PAN",274,220,167,304,201
"230","MEXICALI","II","0478","Morena","Morena","PAN","PAN","PAN",366,244,157,336,240
"231","MEXICALI","II","0479","Morena","Morena","PAN","PAN","PRI",261,181,121,209,166
"232","MEXICALI","II","0480","Morena","Morena","PAN","PAN","PAN",596,471,287,570,315
"233","MEXICALI","II","0481","Morena","Morena","PAN","PAN","PRI",332,284,180,312,289
"234","MEXICALI","II","0482","Morena","Morena","PAN","PAN","PRI",364,343,137,324,287
"235","MEXICALI","II","0483","Morena","PAN","PAN","PAN","PAN",104,101,104,146,121
"236","MEXICALI","II","0484","Morena","Morena","PAN","PAN","PAN",207,143,125,204,184
"237","MEXICALI","II","0485","Morena","Morena","PAN","PAN","PAN",168,114,67,155,129
"238","MEXICALI","II","0486","Morena","Morena","PAN","PAN","PAN",224,180,140,241,184
"239","MEXICALI","II","0487","Morena","Morena","PAN","PAN","PAN",205,159,85,183,127
"240","MEXICALI","II","0488","Morena","Morena","PAN","PAN","PAN",1786,1395,961,1521,910
"241","MEXICALI","II","0489","Morena","Morena","PAN","PAN","PRI",213,167,115,258,166
"242","MEXICALI","II","0490","Morena","Morena","PAN","PAN","PRI",142,106,72,163,133
"243","MEXICALI","II","0491","Morena","Morena","PAN","PAN","PAN",258,208,114,209,162
"244","MEXICALI","II","0492","Morena","PAN","PAN","PAN","PRI",333,184,151,262,232
"245","MEXICALI","II","0493","Morena","Morena","PAN","PAN","PRI",349,264,145,257,243
"246","MEXICALI","II","0494","Morena","Morena","PAN","PAN","PRI",227,178,132,233,161
"247","MEXICALI","II","0498","Morena","Morena","PAN","PAN","PAN",251,210,111,230,164
"248","MEXICALI","II","0499","Morena","Morena","PAN","PAN","PRI",186,133,74,200,142
"249","MEXICALI","II","0500","Morena","Morena","PAN","PAN","PAN",178,137,76,189,144
"250","MEXICALI","II","0501","Morena","Morena","PAN","PAN","PAN",2670,1759,987,1811,946
"251","MEXICALI","II","0502","Morena","Morena","PAN","PAN","PAN",1348,1006,613,1172,770
"252","MEXICALI","II","0503","Morena","Morena","PRI","PAN","PRI",127,112,59,165,132
"253","MEXICALI","II","0504","Morena","Morena","PAN","PAN","PAN",166,119,61,129,131
"254","MEXICALI","II","0505","Morena","Morena","PRI","PAN","PRI",179,153,90,186,145
"255","MEXICALI","II","0548","Morena","Morena","PRI","PAN","PAN",81,48,42,73,59
"256","MEXICALI","II","0564","Morena","Morena","PAN","PAN","PAN",149,128,88,186,151
"257","MEXICALI","II","0572","Morena","Morena","PRI","PRI","PRI",439,296,206,322,263
"258","MEXICALI","II","0682","Coalicion","PAN","PAN","PAN","PRI",563,282,153,147,114
"259","MEXICALI","II","0688","Morena","Morena","PAN","PAN","PAN",120,116,89,134,113
"260","MEXICALI","II","0689","Morena","Morena","PAN","PAN","PAN",150,124,71,121,104
"261","MEXICALI","III","0217","Morena","Morena","PAN","PAN","PRI",36,39,41,58,63
"262","MEXICALI","III","0218","Coalicion","Morena","PRI","PAN","PRI",50,57,46,67,82
"263","MEXICALI","III","0219","Coalicion","Morena","PAN","PAN","PRI",46,55,65,111,95
"264","MEXICALI","III","0220","Coalicion","PAN","PAN","PRI","PRI",70,53,35,79,68
"265","MEXICALI","III","0221","Coalicion","PAN","PAN","PAN","PRI",147,124,96,189,152
"266","MEXICALI","III","0222","Coalicion","PAN","PAN","PAN","PAN",143,139,124,167,130
"267","MEXICALI","III","0223","Coalicion","PAN","PAN","PAN","PRI",220,182,141,202,164
"268","MEXICALI","III","0224","Coalicion","PAN","PAN","PAN","PRI",304,257,186,197,141
"269","MEXICALI","III","0225","Coalicion","PAN","PAN","PAN","PRI",323,262,185,233,221
"270","MEXICALI","III","0226","Coalicion","PAN","PAN","PAN","PRI",140,143,131,189,143
"271","MEXICALI","III","0227","Morena","Morena","PRI","PRI","PRI",97,67,67,106,103
"272","MEXICALI","III","0240","Morena","PAN","PAN","PRI","PRI",123,103,85,172,149
